,Availability,Date,Time,IsWeekend,IsPeakHour,Holidays,Datetime,ISO8601,temperature,rain
12198,1383,2016-11-04,10:30:02,False,False,Birthday of the Sultan of Perak,2016-11-04 10:00:00,2016-11-04T10:00,26.2,0.2
12199,1255,2016-11-04,10:45:03,False,False,Birthday of the Sultan of Perak,2016-11-04 10:00:00,2016-11-04T10:00,26.2,0.2
12200,1126,2016-11-04,11:00:04,False,False,Birthday of the Sultan of Perak,2016-11-04 11:00:00,2016-11-04T11:00,27.1,0.4
12201,1070,2016-11-04,11:15:04,False,False,Birthday of the Sultan of Perak,2016-11-04 11:00:00,2016-11-04T11:00,27.1,0.4
12202,0985,2016-11-04,11:30:02,False,False,Birthday of the Sultan of Perak,2016-11-04 11:00:00,2016-11-04T11:00,27.1,0.4
12203,0930,2016-11-04,11:45:03,False,False,Birthday of the Sultan of Perak,2016-11-04 11:00:00,2016-11-04T11:00,27.1,0.4
12204,0832,2016-11-04,12:15:03,False,True,Birthday of the Sultan of Perak,2016-11-04 12:00:00,2016-11-04T12:00,27.6,0.0
12205,0807,2016-11-04,12:30:02,False,True,Birthday of the Sultan of Perak,2016-11-04 12:00:00,2016-11-04T12:00,27.6,0.0
12206,0804,2016-11-04,12:45:04,False,True,Birthday of the Sultan of Perak,2016-11-04 12:00:00,2016-11-04T12:00,27.6,0.0
12207,0824,2016-11-04,13:00:03,False,True,Birthday of the Sultan of Perak,2016-11-04 13:00:00,2016-11-04T13:00,28.5,0.2
12208,0734,2016-11-04,13:15:03,False,True,Birthday of the Sultan of Perak,2016-11-04 13:00:00,2016-11-04T13:00,28.5,0.2
12209,0727,2016-11-04,13:30:03,False,True,Birthday of the Sultan of Perak,2016-11-04 13:00:00,2016-11-04T13:00,28.5,0.2
12210,0711,2016-11-04,13:45:03,False,True,Birthday of the Sultan of Perak,2016-11-04 13:00:00,2016-11-04T13:00,28.5,0.2
12211,0694,2016-11-04,14:00:04,False,False,Birthday of the Sultan of Perak,2016-11-04 14:00:00,2016-11-04T14:00,28.8,0.0
12212,0706,2016-11-04,14:15:02,False,False,Birthday of the Sultan of Perak,2016-11-04 14:00:00,2016-11-04T14:00,28.8,0.0
12213,0676,2016-11-04,14:30:03,False,False,Birthday of the Sultan of Perak,2016-11-04 14:00:00,2016-11-04T14:00,28.8,0.0
12214,0685,2016-11-04,14:45:03,False,False,Birthday of the Sultan of Perak,2016-11-04 14:00:00,2016-11-04T14:00,28.8,0.0
12215,1683,2016-11-04,15:00:02,False,False,Birthday of the Sultan of Perak,2016-11-04 15:00:00,2016-11-04T15:00,28.3,0.0
12216,1698,2016-11-04,15:15:04,False,False,Birthday of the Sultan of Perak,2016-11-04 15:00:00,2016-11-04T15:00,28.3,0.0
12217,1784,2016-11-04,15:30:03,False,False,Birthday of the Sultan of Perak,2016-11-04 15:00:00,2016-11-04T15:00,28.3,0.0
12218,1790,2016-11-04,15:45:03,False,False,Birthday of the Sultan of Perak,2016-11-04 15:00:00,2016-11-04T15:00,28.3,0.0
12219,1856,2016-11-04,16:00:04,False,True,Birthday of the Sultan of Perak,2016-11-04 16:00:00,2016-11-04T16:00,27.6,0.2
12220,1917,2016-11-04,16:15:04,False,True,Birthday of the Sultan of Perak,2016-11-04 16:00:00,2016-11-04T16:00,27.6,0.2
12221,1991,2016-11-04,16:30:03,False,True,Birthday of the Sultan of Perak,2016-11-04 16:00:00,2016-11-04T16:00,27.6,0.2
12222,2053,2016-11-04,16:45:03,False,True,Birthday of the Sultan of Perak,2016-11-04 16:00:00,2016-11-04T16:00,27.6,0.2
12223,2153,2016-11-04,17:00:03,False,True,Birthday of the Sultan of Perak,2016-11-04 17:00:00,2016-11-04T17:00,27.3,0.1
12224,2269,2016-11-04,17:15:03,False,True,Birthday of the Sultan of Perak,2016-11-04 17:00:00,2016-11-04T17:00,27.3,0.1
12225,2397,2016-11-04,17:30:02,False,True,Birthday of the Sultan of Perak,2016-11-04 17:00:00,2016-11-04T17:00,27.3,0.1
12226,2746,2016-11-04,18:00:03,False,False,Birthday of the Sultan of Perak,2016-11-04 18:00:00,2016-11-04T18:00,26.2,0.1
12227,2879,2016-11-04,18:15:02,False,False,Birthday of the Sultan of Perak,2016-11-04 18:00:00,2016-11-04T18:00,26.2,0.1
12228,2981,2016-11-04,18:30:04,False,False,Birthday of the Sultan of Perak,2016-11-04 18:00:00,2016-11-04T18:00,26.2,0.1
12229,3143,2016-11-04,18:45:03,False,False,Birthday of the Sultan of Perak,2016-11-04 18:00:00,2016-11-04T18:00,26.2,0.1
12230,3270,2016-11-04,19:15:02,False,False,Birthday of the Sultan of Perak,2016-11-04 19:00:00,2016-11-04T19:00,25.5,0.0
12231,3339,2016-11-04,19:30:04,False,False,Birthday of the Sultan of Perak,2016-11-04 19:00:00,2016-11-04T19:00,25.5,0.0
12232,3443,2016-11-04,19:45:03,False,False,Birthday of the Sultan of Perak,2016-11-04 19:00:00,2016-11-04T19:00,25.5,0.0
12233,3543,2016-11-04,20:00:03,False,False,Birthday of the Sultan of Perak,2016-11-04 20:00:00,2016-11-04T20:00,25.1,0.1
12234,3626,2016-11-04,20:15:03,False,False,Birthday of the Sultan of Perak,2016-11-04 20:00:00,2016-11-04T20:00,25.1,0.1
12235,3677,2016-11-04,20:30:04,False,False,Birthday of the Sultan of Perak,2016-11-04 20:00:00,2016-11-04T20:00,25.1,0.1
12236,3814,2016-11-04,20:45:02,False,False,Birthday of the Sultan of Perak,2016-11-04 20:00:00,2016-11-04T20:00,25.1,0.1
12237,3959,2016-11-04,21:00:02,False,False,Birthday of the Sultan of Perak,2016-11-04 21:00:00,2016-11-04T21:00,24.8,0.0
12238,4109,2016-11-04,21:15:03,False,False,Birthday of the Sultan of Perak,2016-11-04 21:00:00,2016-11-04T21:00,24.8,0.0
12239,4267,2016-11-04,21:30:03,False,False,Birthday of the Sultan of Perak,2016-11-04 21:00:00,2016-11-04T21:00,24.8,0.0
12240,4454,2016-11-04,21:45:03,False,False,Birthday of the Sultan of Perak,2016-11-04 21:00:00,2016-11-04T21:00,24.8,0.0
12241,4659,2016-11-04,22:00:03,False,False,Birthday of the Sultan of Perak,2016-11-04 22:00:00,2016-11-04T22:00,24.5,0.0
12242,4977,2016-11-04,22:15:02,False,False,Birthday of the Sultan of Perak,2016-11-04 22:00:00,2016-11-04T22:00,24.5,0.0
12243,5191,2016-11-04,22:30:03,False,False,Birthday of the Sultan of Perak,2016-11-04 22:00:00,2016-11-04T22:00,24.5,0.0
12244,5322,2016-11-04,22:45:03,False,False,Birthday of the Sultan of Perak,2016-11-04 22:00:00,2016-11-04T22:00,24.5,0.0
12245,5439,2016-11-04,23:00:03,False,False,Birthday of the Sultan of Perak,2016-11-04 23:00:00,2016-11-04T23:00,24.3,0.1
12246,5497,2016-11-04,23:15:03,False,False,Birthday of the Sultan of Perak,2016-11-04 23:00:00,2016-11-04T23:00,24.3,0.1
12247,5498,2016-11-04,23:30:03,False,False,Birthday of the Sultan of Perak,2016-11-04 23:00:00,2016-11-04T23:00,24.3,0.1
12248,5498,2016-11-04,23:45:02,False,False,Birthday of the Sultan of Perak,2016-11-04 23:00:00,2016-11-04T23:00,24.3,0.1
12249,5500,2016-11-05,00:00:03,True,False,No holidays,2016-11-05 00:00:00,2016-11-05T00:00,24.0,0.3
12250,5499,2016-11-05,00:15:03,True,False,No holidays,2016-11-05 00:00:00,2016-11-05T00:00,24.0,0.3
12251,5500,2016-11-05,00:30:03,True,False,No holidays,2016-11-05 00:00:00,2016-11-05T00:00,24.0,0.3
12252,5500,2016-11-05,01:00:02,True,False,No holidays,2016-11-05 01:00:00,2016-11-05T01:00,23.9,0.6
12253,5498,2016-11-05,01:15:03,True,False,No holidays,2016-11-05 01:00:00,2016-11-05T01:00,23.9,0.6
12254,5500,2016-11-05,01:30:03,True,False,No holidays,2016-11-05 01:00:00,2016-11-05T01:00,23.9,0.6
12255,5500,2016-11-05,01:45:02,True,False,No holidays,2016-11-05 01:00:00,2016-11-05T01:00,23.9,0.6
12256,5497,2016-11-05,02:00:02,True,False,No holidays,2016-11-05 02:00:00,2016-11-05T02:00,23.7,2.3
12257,5496,2016-11-05,02:15:02,True,False,No holidays,2016-11-05 02:00:00,2016-11-05T02:00,23.7,2.3
12258,5496,2016-11-05,02:30:03,True,False,No holidays,2016-11-05 02:00:00,2016-11-05T02:00,23.7,2.3
12259,5496,2016-11-05,02:45:03,True,False,No holidays,2016-11-05 02:00:00,2016-11-05T02:00,23.7,2.3
12260,5497,2016-11-05,03:00:03,True,False,No holidays,2016-11-05 03:00:00,2016-11-05T03:00,23.8,0.0
12261,5497,2016-11-05,03:15:02,True,False,No holidays,2016-11-05 03:00:00,2016-11-05T03:00,23.8,0.0
12262,5498,2016-11-05,03:30:03,True,False,No holidays,2016-11-05 03:00:00,2016-11-05T03:00,23.8,0.0
12263,5500,2016-11-05,03:45:03,True,False,No holidays,2016-11-05 03:00:00,2016-11-05T03:00,23.8,0.0
12264,5500,2016-11-05,04:30:03,True,False,No holidays,2016-11-05 04:00:00,2016-11-05T04:00,23.6,0.0
12265,5497,2016-11-05,04:45:03,True,False,No holidays,2016-11-05 04:00:00,2016-11-05T04:00,23.6,0.0
12266,5500,2016-11-05,05:00:03,True,False,No holidays,2016-11-05 05:00:00,2016-11-05T05:00,23.4,0.0
12267,5500,2016-11-05,05:15:03,True,False,No holidays,2016-11-05 05:00:00,2016-11-05T05:00,23.4,0.0
12268,5500,2016-11-05,05:30:02,True,False,No holidays,2016-11-05 05:00:00,2016-11-05T05:00,23.4,0.0
12269,5500,2016-11-05,05:45:03,True,False,No holidays,2016-11-05 05:00:00,2016-11-05T05:00,23.4,0.0
12270,5499,2016-11-05,06:00:07,True,False,No holidays,2016-11-05 06:00:00,2016-11-05T06:00,23.3,0.0
12271,5498,2016-11-05,06:30:03,True,False,No holidays,2016-11-05 06:00:00,2016-11-05T06:00,23.3,0.0
12272,5496,2016-11-05,06:45:03,True,False,No holidays,2016-11-05 06:00:00,2016-11-05T06:00,23.3,0.0
12273,5487,2016-11-05,07:00:03,True,False,No holidays,2016-11-05 07:00:00,2016-11-05T07:00,23.2,0.2
12274,5479,2016-11-05,07:15:03,True,False,No holidays,2016-11-05 07:00:00,2016-11-05T07:00,23.2,0.2
12275,5462,2016-11-05,07:30:02,True,False,No holidays,2016-11-05 07:00:00,2016-11-05T07:00,23.2,0.2
12276,5422,2016-11-05,08:00:03,True,False,No holidays,2016-11-05 08:00:00,2016-11-05T08:00,23.8,0.3
12277,5401,2016-11-05,08:15:02,True,False,No holidays,2016-11-05 08:00:00,2016-11-05T08:00,23.8,0.3
12278,5374,2016-11-05,08:30:02,True,False,No holidays,2016-11-05 08:00:00,2016-11-05T08:00,23.8,0.3
12279,5343,2016-11-05,08:45:03,True,False,No holidays,2016-11-05 08:00:00,2016-11-05T08:00,23.8,0.3
12280,5310,2016-11-05,09:00:02,True,False,No holidays,2016-11-05 09:00:00,2016-11-05T09:00,25.2,0.0
12281,5255,2016-11-05,09:15:03,True,False,No holidays,2016-11-05 09:00:00,2016-11-05T09:00,25.2,0.0
12282,5195,2016-11-05,09:30:02,True,False,No holidays,2016-11-05 09:00:00,2016-11-05T09:00,25.2,0.0
12283,5141,2016-11-05,09:45:03,True,False,No holidays,2016-11-05 09:00:00,2016-11-05T09:00,25.2,0.0
12284,5020,2016-11-05,10:00:03,True,False,No holidays,2016-11-05 10:00:00,2016-11-05T10:00,26.8,0.0
12285,4907,2016-11-05,10:15:02,True,False,No holidays,2016-11-05 10:00:00,2016-11-05T10:00,26.8,0.0
12286,4760,2016-11-05,10:30:02,True,False,No holidays,2016-11-05 10:00:00,2016-11-05T10:00,26.8,0.0
12287,4639,2016-11-05,10:45:02,True,False,No holidays,2016-11-05 10:00:00,2016-11-05T10:00,26.8,0.0
12288,4496,2016-11-05,11:00:03,True,False,No holidays,2016-11-05 11:00:00,2016-11-05T11:00,28.1,0.0
12289,4347,2016-11-05,11:15:02,True,False,No holidays,2016-11-05 11:00:00,2016-11-05T11:00,28.1,0.0
12290,4219,2016-11-05,11:30:02,True,False,No holidays,2016-11-05 11:00:00,2016-11-05T11:00,28.1,0.0
12291,4106,2016-11-05,11:45:02,True,False,No holidays,2016-11-05 11:00:00,2016-11-05T11:00,28.1,0.0
12292,3838,2016-11-05,12:15:02,True,True,No holidays,2016-11-05 12:00:00,2016-11-05T12:00,28.3,0.0
12293,3720,2016-11-05,12:30:03,True,True,No holidays,2016-11-05 12:00:00,2016-11-05T12:00,28.3,0.0
12294,3606,2016-11-05,12:45:03,True,True,No holidays,2016-11-05 12:00:00,2016-11-05T12:00,28.3,0.0
12295,3485,2016-11-05,13:00:03,True,True,No holidays,2016-11-05 13:00:00,2016-11-05T13:00,28.8,0.0
12296,3401,2016-11-05,13:15:03,True,True,No holidays,2016-11-05 13:00:00,2016-11-05T13:00,28.8,0.0
12297,3285,2016-11-05,13:30:02,True,True,No holidays,2016-11-05 13:00:00,2016-11-05T13:00,28.8,0.0
12298,3218,2016-11-05,13:45:04,True,True,No holidays,2016-11-05 13:00:00,2016-11-05T13:00,28.8,0.0
12299,3113,2016-11-05,14:00:03,True,False,No holidays,2016-11-05 14:00:00,2016-11-05T14:00,28.8,0.0
12300,3034,2016-11-05,14:15:02,True,False,No holidays,2016-11-05 14:00:00,2016-11-05T14:00,28.8,0.0
12301,2955,2016-11-05,14:30:03,True,False,No holidays,2016-11-05 14:00:00,2016-11-05T14:00,28.8,0.0
12302,2875,2016-11-05,14:45:03,True,False,No holidays,2016-11-05 14:00:00,2016-11-05T14:00,28.8,0.0
12303,2820,2016-11-05,15:00:03,True,False,No holidays,2016-11-05 15:00:00,2016-11-05T15:00,26.4,0.5
12304,2785,2016-11-05,15:15:02,True,False,No holidays,2016-11-05 15:00:00,2016-11-05T15:00,26.4,0.5
12305,2691,2016-11-05,15:45:03,True,False,No holidays,2016-11-05 15:00:00,2016-11-05T15:00,26.4,0.5
12306,2706,2016-11-05,16:00:04,True,True,No holidays,2016-11-05 16:00:00,2016-11-05T16:00,26.0,0.3
12307,2729,2016-11-05,16:15:03,True,True,No holidays,2016-11-05 16:00:00,2016-11-05T16:00,26.0,0.3
12308,2778,2016-11-05,16:30:03,True,True,No holidays,2016-11-05 16:00:00,2016-11-05T16:00,26.0,0.3
12309,2841,2016-11-05,16:45:03,True,True,No holidays,2016-11-05 16:00:00,2016-11-05T16:00,26.0,0.3
12310,2854,2016-11-05,17:00:02,True,True,No holidays,2016-11-05 17:00:00,2016-11-05T17:00,25.9,0.2
12311,2898,2016-11-05,17:15:02,True,True,No holidays,2016-11-05 17:00:00,2016-11-05T17:00,25.9,0.2
12312,2972,2016-11-05,17:30:03,True,True,No holidays,2016-11-05 17:00:00,2016-11-05T17:00,25.9,0.2
12313,3018,2016-11-05,17:45:02,True,True,No holidays,2016-11-05 17:00:00,2016-11-05T17:00,25.9,0.2
12314,3043,2016-11-05,18:00:04,True,False,No holidays,2016-11-05 18:00:00,2016-11-05T18:00,25.7,0.1
12315,3145,2016-11-05,18:15:03,True,False,No holidays,2016-11-05 18:00:00,2016-11-05T18:00,25.7,0.1
12316,3178,2016-11-05,18:30:03,True,False,No holidays,2016-11-05 18:00:00,2016-11-05T18:00,25.7,0.1
12317,3208,2016-11-05,18:45:02,True,False,No holidays,2016-11-05 18:00:00,2016-11-05T18:00,25.7,0.1
12318,3274,2016-11-05,19:15:02,True,False,No holidays,2016-11-05 19:00:00,2016-11-05T19:00,25.3,0.1
12319,3277,2016-11-05,19:30:02,True,False,No holidays,2016-11-05 19:00:00,2016-11-05T19:00,25.3,0.1
12320,3266,2016-11-05,19:45:02,True,False,No holidays,2016-11-05 19:00:00,2016-11-05T19:00,25.3,0.1
12321,3229,2016-11-05,20:00:04,True,False,No holidays,2016-11-05 20:00:00,2016-11-05T20:00,24.9,0.0
12322,3226,2016-11-05,20:15:03,True,False,No holidays,2016-11-05 20:00:00,2016-11-05T20:00,24.9,0.0
12323,3255,2016-11-05,20:30:04,True,False,No holidays,2016-11-05 20:00:00,2016-11-05T20:00,24.9,0.0
12324,3323,2016-11-05,20:45:03,True,False,No holidays,2016-11-05 20:00:00,2016-11-05T20:00,24.9,0.0
12325,3431,2016-11-05,21:00:03,True,False,No holidays,2016-11-05 21:00:00,2016-11-05T21:00,24.5,0.0
12326,3567,2016-11-05,21:15:02,True,False,No holidays,2016-11-05 21:00:00,2016-11-05T21:00,24.5,0.0
12327,3731,2016-11-05,21:30:02,True,False,No holidays,2016-11-05 21:00:00,2016-11-05T21:00,24.5,0.0
12328,3948,2016-11-05,21:45:03,True,False,No holidays,2016-11-05 21:00:00,2016-11-05T21:00,24.5,0.0
12329,4191,2016-11-05,22:00:02,True,False,No holidays,2016-11-05 22:00:00,2016-11-05T22:00,24.2,0.3
12330,4494,2016-11-05,22:15:02,True,False,No holidays,2016-11-05 22:00:00,2016-11-05T22:00,24.2,0.3
12331,4747,2016-11-05,22:30:03,True,False,No holidays,2016-11-05 22:00:00,2016-11-05T22:00,24.2,0.3
12332,4857,2016-11-05,22:45:02,True,False,No holidays,2016-11-05 22:00:00,2016-11-05T22:00,24.2,0.3
12333,5043,2016-11-05,23:00:03,True,False,No holidays,2016-11-05 23:00:00,2016-11-05T23:00,24.0,0.2
12334,5167,2016-11-05,23:15:04,True,False,No holidays,2016-11-05 23:00:00,2016-11-05T23:00,24.0,0.2
12335,5214,2016-11-05,23:30:03,True,False,No holidays,2016-11-05 23:00:00,2016-11-05T23:00,24.0,0.2
12336,5262,2016-11-05,23:45:03,True,False,No holidays,2016-11-05 23:00:00,2016-11-05T23:00,24.0,0.2
12337,5292,2016-11-06,00:15:02,True,False,No holidays,2016-11-06 00:00:00,2016-11-06T00:00,23.9,1.0
12338,5310,2016-11-06,00:30:03,True,False,No holidays,2016-11-06 00:00:00,2016-11-06T00:00,23.9,1.0
12339,5331,2016-11-06,00:45:03,True,False,No holidays,2016-11-06 00:00:00,2016-11-06T00:00,23.9,1.0
12340,5361,2016-11-06,01:00:03,True,False,No holidays,2016-11-06 01:00:00,2016-11-06T01:00,23.6,0.6
12341,5364,2016-11-06,01:15:03,True,False,No holidays,2016-11-06 01:00:00,2016-11-06T01:00,23.6,0.6
12342,5362,2016-11-06,01:30:04,True,False,No holidays,2016-11-06 01:00:00,2016-11-06T01:00,23.6,0.6
12343,5362,2016-11-06,01:45:03,True,False,No holidays,2016-11-06 01:00:00,2016-11-06T01:00,23.6,0.6
12344,5363,2016-11-06,02:15:03,True,False,No holidays,2016-11-06 02:00:00,2016-11-06T02:00,23.3,0.3
12345,5362,2016-11-06,02:30:03,True,False,No holidays,2016-11-06 02:00:00,2016-11-06T02:00,23.3,0.3
12346,5361,2016-11-06,02:45:03,True,False,No holidays,2016-11-06 02:00:00,2016-11-06T02:00,23.3,0.3
12347,5362,2016-11-06,03:00:02,True,False,No holidays,2016-11-06 03:00:00,2016-11-06T03:00,23.4,0.0
12348,5364,2016-11-06,03:15:02,True,False,No holidays,2016-11-06 03:00:00,2016-11-06T03:00,23.4,0.0
12349,5364,2016-11-06,03:30:03,True,False,No holidays,2016-11-06 03:00:00,2016-11-06T03:00,23.4,0.0
12350,5364,2016-11-06,03:45:02,True,False,No holidays,2016-11-06 03:00:00,2016-11-06T03:00,23.4,0.0
12351,5362,2016-11-06,04:00:03,True,False,No holidays,2016-11-06 04:00:00,2016-11-06T04:00,23.4,0.0
12352,5362,2016-11-06,04:15:03,True,False,No holidays,2016-11-06 04:00:00,2016-11-06T04:00,23.4,0.0
12353,5360,2016-11-06,04:30:02,True,False,No holidays,2016-11-06 04:00:00,2016-11-06T04:00,23.4,0.0
12354,5361,2016-11-06,04:45:03,True,False,No holidays,2016-11-06 04:00:00,2016-11-06T04:00,23.4,0.0
12355,5362,2016-11-06,05:30:03,True,False,No holidays,2016-11-06 05:00:00,2016-11-06T05:00,23.5,0.0
12356,5361,2016-11-06,05:45:03,True,False,No holidays,2016-11-06 05:00:00,2016-11-06T05:00,23.5,0.0
12357,5358,2016-11-06,06:00:03,True,False,No holidays,2016-11-06 06:00:00,2016-11-06T06:00,23.6,0.1
12358,5354,2016-11-06,06:15:02,True,False,No holidays,2016-11-06 06:00:00,2016-11-06T06:00,23.6,0.1
12359,5339,2016-11-06,06:30:02,True,False,No holidays,2016-11-06 06:00:00,2016-11-06T06:00,23.6,0.1
12360,5326,2016-11-06,06:45:02,True,False,No holidays,2016-11-06 06:00:00,2016-11-06T06:00,23.6,0.1
12361,5308,2016-11-06,07:00:02,True,False,No holidays,2016-11-06 07:00:00,2016-11-06T07:00,23.5,0.0
12362,5298,2016-11-06,07:15:03,True,False,No holidays,2016-11-06 07:00:00,2016-11-06T07:00,23.5,0.0
12363,5289,2016-11-06,07:30:03,True,False,No holidays,2016-11-06 07:00:00,2016-11-06T07:00,23.5,0.0
12364,5281,2016-11-06,07:45:03,True,False,No holidays,2016-11-06 07:00:00,2016-11-06T07:00,23.5,0.0
12365,5254,2016-11-06,08:15:03,True,False,No holidays,2016-11-06 08:00:00,2016-11-06T08:00,23.7,0.0
12366,5240,2016-11-06,08:30:03,True,False,No holidays,2016-11-06 08:00:00,2016-11-06T08:00,23.7,0.0
12367,5221,2016-11-06,08:45:03,True,False,No holidays,2016-11-06 08:00:00,2016-11-06T08:00,23.7,0.0
12368,5198,2016-11-06,09:00:04,True,False,No holidays,2016-11-06 09:00:00,2016-11-06T09:00,24.5,0.0
12369,5159,2016-11-06,09:15:04,True,False,No holidays,2016-11-06 09:00:00,2016-11-06T09:00,24.5,0.0
12370,5104,2016-11-06,09:30:02,True,False,No holidays,2016-11-06 09:00:00,2016-11-06T09:00,24.5,0.0
12371,5039,2016-11-06,09:45:02,True,False,No holidays,2016-11-06 09:00:00,2016-11-06T09:00,24.5,0.0
12372,4936,2016-11-06,10:00:02,True,False,No holidays,2016-11-06 10:00:00,2016-11-06T10:00,25.8,0.1
12373,4795,2016-11-06,10:15:04,True,False,No holidays,2016-11-06 10:00:00,2016-11-06T10:00,25.8,0.1
12374,4658,2016-11-06,10:30:02,True,False,No holidays,2016-11-06 10:00:00,2016-11-06T10:00,25.8,0.1
12375,4489,2016-11-06,10:45:02,True,False,No holidays,2016-11-06 10:00:00,2016-11-06T10:00,25.8,0.1
12376,4193,2016-11-06,11:15:02,True,False,No holidays,2016-11-06 11:00:00,2016-11-06T11:00,26.7,0.0
12377,4045,2016-11-06,11:30:02,True,False,No holidays,2016-11-06 11:00:00,2016-11-06T11:00,26.7,0.0
12378,3864,2016-11-06,11:45:03,True,False,No holidays,2016-11-06 11:00:00,2016-11-06T11:00,26.7,0.0
12379,3628,2016-11-06,12:15:03,True,True,No holidays,2016-11-06 12:00:00,2016-11-06T12:00,27.4,0.1
12380,3504,2016-11-06,12:30:03,True,True,No holidays,2016-11-06 12:00:00,2016-11-06T12:00,27.4,0.1
12381,3372,2016-11-06,12:45:03,True,True,No holidays,2016-11-06 12:00:00,2016-11-06T12:00,27.4,0.1
12382,3250,2016-11-06,13:00:03,True,True,No holidays,2016-11-06 13:00:00,2016-11-06T13:00,28.1,0.0
12383,3158,2016-11-06,13:15:02,True,True,No holidays,2016-11-06 13:00:00,2016-11-06T13:00,28.1,0.0
12384,3037,2016-11-06,13:30:03,True,True,No holidays,2016-11-06 13:00:00,2016-11-06T13:00,28.1,0.0
12385,2975,2016-11-06,13:45:03,True,True,No holidays,2016-11-06 13:00:00,2016-11-06T13:00,28.1,0.0
12386,2875,2016-11-06,14:00:03,True,False,No holidays,2016-11-06 14:00:00,2016-11-06T14:00,28.4,0.0
12387,2792,2016-11-06,14:15:02,True,False,No holidays,2016-11-06 14:00:00,2016-11-06T14:00,28.4,0.0
12388,2745,2016-11-06,14:30:03,True,False,No holidays,2016-11-06 14:00:00,2016-11-06T14:00,28.4,0.0
12389,2673,2016-11-06,14:45:02,True,False,No holidays,2016-11-06 14:00:00,2016-11-06T14:00,28.4,0.0
12390,2607,2016-11-06,15:00:02,True,False,No holidays,2016-11-06 15:00:00,2016-11-06T15:00,27.1,0.2
12391,2522,2016-11-06,15:15:03,True,False,No holidays,2016-11-06 15:00:00,2016-11-06T15:00,27.1,0.2
12392,2447,2016-11-06,15:30:03,True,False,No holidays,2016-11-06 15:00:00,2016-11-06T15:00,27.1,0.2
12393,2440,2016-11-06,15:45:04,True,False,No holidays,2016-11-06 15:00:00,2016-11-06T15:00,27.1,0.2
12394,2443,2016-11-06,16:00:03,True,True,No holidays,2016-11-06 16:00:00,2016-11-06T16:00,26.8,0.3
12395,2537,2016-11-06,16:30:02,True,True,No holidays,2016-11-06 16:00:00,2016-11-06T16:00,26.8,0.3
12396,2597,2016-11-06,16:45:02,True,True,No holidays,2016-11-06 16:00:00,2016-11-06T16:00,26.8,0.3
12397,2789,2016-11-06,17:15:02,True,True,No holidays,2016-11-06 17:00:00,2016-11-06T17:00,26.5,0.9
12398,2824,2016-11-06,17:30:03,True,True,No holidays,2016-11-06 17:00:00,2016-11-06T17:00,26.5,0.9
12399,2850,2016-11-06,17:45:03,True,True,No holidays,2016-11-06 17:00:00,2016-11-06T17:00,26.5,0.9
12400,2850,2016-11-06,18:00:03,True,False,No holidays,2016-11-06 18:00:00,2016-11-06T18:00,26.3,0.0
12401,2850,2016-11-06,18:15:03,True,False,No holidays,2016-11-06 18:00:00,2016-11-06T18:00,26.3,0.0
12402,2787,2016-11-06,18:30:03,True,False,No holidays,2016-11-06 18:00:00,2016-11-06T18:00,26.3,0.0
12403,2854,2016-11-06,18:45:03,True,False,No holidays,2016-11-06 18:00:00,2016-11-06T18:00,26.3,0.0
12404,3304,2016-11-06,19:15:02,True,False,No holidays,2016-11-06 19:00:00,2016-11-06T19:00,25.7,0.0
12405,3262,2016-11-06,19:30:03,True,False,No holidays,2016-11-06 19:00:00,2016-11-06T19:00,25.7,0.0
12406,3560,2016-11-06,19:45:03,True,False,No holidays,2016-11-06 19:00:00,2016-11-06T19:00,25.7,0.0
12407,3706,2016-11-06,20:15:03,True,False,No holidays,2016-11-06 20:00:00,2016-11-06T20:00,25.3,2.4
12408,3814,2016-11-06,20:30:02,True,False,No holidays,2016-11-06 20:00:00,2016-11-06T20:00,25.3,2.4
12409,3935,2016-11-06,20:45:03,True,False,No holidays,2016-11-06 20:00:00,2016-11-06T20:00,25.3,2.4
12410,4089,2016-11-06,21:00:04,True,False,No holidays,2016-11-06 21:00:00,2016-11-06T21:00,24.9,0.2
12411,4236,2016-11-06,21:15:04,True,False,No holidays,2016-11-06 21:00:00,2016-11-06T21:00,24.9,0.2
12412,4389,2016-11-06,21:30:02,True,False,No holidays,2016-11-06 21:00:00,2016-11-06T21:00,24.9,0.2
12413,4723,2016-11-06,22:00:04,True,False,No holidays,2016-11-06 22:00:00,2016-11-06T22:00,24.6,0.2
12414,4926,2016-11-06,22:15:04,True,False,No holidays,2016-11-06 22:00:00,2016-11-06T22:00,24.6,0.2
12415,5069,2016-11-06,22:30:03,True,False,No holidays,2016-11-06 22:00:00,2016-11-06T22:00,24.6,0.2
12416,5144,2016-11-06,22:45:03,True,False,No holidays,2016-11-06 22:00:00,2016-11-06T22:00,24.6,0.2
12417,5193,2016-11-06,23:00:04,True,False,No holidays,2016-11-06 23:00:00,2016-11-06T23:00,24.3,0.2
12418,5228,2016-11-06,23:15:03,True,False,No holidays,2016-11-06 23:00:00,2016-11-06T23:00,24.3,0.2
12419,5242,2016-11-06,23:30:03,True,False,No holidays,2016-11-06 23:00:00,2016-11-06T23:00,24.3,0.2
12420,5245,2016-11-06,23:45:04,True,False,No holidays,2016-11-06 23:00:00,2016-11-06T23:00,24.3,0.2
